Id,EUde,EUen,EUit,EUnl,EUru,EUfr,EUes,USen,USfr,USes,JPja,KRko,TWzh,CNzh
RegionDragonBoatFestivalCh,Drachenbootfest,Dragon Boat Festival,Festa delle barche drago,Drakenbotenfestival,Праздник драконьих лодок,Fête des bateaux-dragons,Festival del bote del dragón,Dragon Boat Festival,Fête des bateaux-dragons,Festival del bote del dragón,端午節,단오,端午節,端午节
RegionEarthDay,Tag der Natur,Nature Day,Giorno della natura,Natuurdag,День природы,Jour de la nature,Día de la Naturaleza,Nature Day,Jour de la nature,Día de la Naturaleza,アースデー,지구의 날,地球日,地球日
RegionHinamatsuri,Hinamatsuri,Hinamatsuri,Hinamatsuri,Hinamatsuri,Хинамацури,Hinamatsuri,Hinamatsuri,Hinamatsuri,Hinamatsuri,Hinamatsuri,ひなまつり,히나마츠리,女兒節,女儿节
RegionJuneBride,Hochzeitssaison,Wedding Season,Stagione dei matrimoni,Trouwseizoen,Свадебный сезон,Saison des mariages,Temporada de bodas,Wedding Season,Saison des mariages,Temporada de bodas,ジューンブライド,6월의 신부,六月新娘,六月新娘
RegionJuneBride2,Hochzeitssaison,Wedding Season,Stagione dei matrimoni,Trouwseizoen,Свадебный сезон,Saison des mariages,Temporada de bodas,Wedding Season,Saison des mariages,Temporada de bodas,ジューンブライド,6월의 신부,六月新娘,六月新娘
RegionLunarNewYearAsia,Mondneujahr,Lunar New Year,Capodanno lunare,Maannieuwjaar,Лунный Новый год,Nouvel an lunaire,Año Nuevo Lunar,Lunar New Year,Nouvel An lunaire,Año Nuevo Lunar,春節,춘절,春節,春节
RegionLunarNewYearKR,Seollal,Seollal,Seollal,Seollal,Соллаль,Seollal,Seollal,Seollal,Seollal,Seollal,ソルラル,설날,韓國新年,韩国新年
RegionMarineDay,Tag des Meeres,Marine Day,Giorno del mare,Oceaandag,День моря,Jour de la mer,Día del Mar,Marine Day,Jour de la mer,Día del Mar,海の日,바다의 날,海之日,海之日
RegionNewYear,Shōgatsu,Shōgatsu,Shōgatsu,Shōgatsu,Сёгацу,Shōgatsu,Shōgatsu,Shōgatsu,Shōgatsu,Shōgatsu,正月,새해,新年,新年
RegionNewYear2,Shōgatsu,Shōgatsu,Shōgatsu,Shōgatsu,Сёгацу,Shōgatsu,Shōgatsu,Shōgatsu,Shōgatsu,Shōgatsu,正月,새해,新年,新年
RegionNewYear3,Shōgatsu,Shōgatsu,Shōgatsu,Shōgatsu,Сёгацу,Shōgatsu,Shōgatsu,Shōgatsu,Shōgatsu,Shōgatsu,正月,새해,新年,新年
RegionObon,Obon,Obon,Obon,Obon,Обон,Obon,Obon,Obon,Obon,Obon,お盆,오봉,盂蘭盆節,盂兰盆节
RegionParisFestival,14. Juli,Le 14 juillet,Le 14 juillet,14 juillet,14 Июля,Le 14 juillet,14 de julio,Le 14 juillet,Le 14 juillet,14 de julio,パリ祭,프랑스 혁명기념일,巴士底日,巴士底日
RegionPiDay,Pi-Tag,π Day,Giorno del Pi greco,π-dag,День числа π,Jour de π,Día de π,π Day,Jour de π,Día de π,πデー,π 데이,圓周率日,圆周率日
RegionProm,Abschlussball,Prom,Ballo scolastico,Galadag,Выпускной вечер,Bal de promo,Baile de fin de curso,Prom,Bal des finissants,Baile de fin de curso,プロム,프롬,畢業舞會,毕业舞会
RegionProm2,Abschlussball,Prom,Ballo scolastico,Galadag,Выпускной вечер,Bal de promo,Baile de fin de curso,Prom,Bal des finissants,Baile de fin de curso,プロム,프롬,畢業舞會,毕业舞会
RegionShamrockDay,Kleeblatttag,Shamrock Day,Giorno del trifoglio,Klaverdag,День трилистника,Jour du trèfle,Día del Trébol,Shamrock Day,Jour du trèfle,Día del Trébol,シャムロックデー,성 패트릭 데이,三葉草日,三叶草日
RegionShuseki,Chuseok,Chuseok,Chuseok,Chuseok,Чхусок,Chuseok,Chuseok,Chuseok,Chuseok,Chuseok,秋夕,추석,秋夕,秋夕
RegionTreeDay,Singmogil,Singmogil,Singmogil,Singmogil,Сингмогил,Singmogil,Singmogil,Singmogil,Singmogil,Singmogil,植木の日,식목일,植木日,植木日
RegionTsukimiCh,Mondfest,Moon-Viewing Day,Festa della luna,Maanfeest,День луны,Fête de la lune,Celebración de la Luna,Moon-Viewing Day,Fête de la lune,Celebración de la Luna,お月見,중추절,中秋節,中秋节
RegionTsukimiJp,Mondfest,Moon-Viewing Day,Festa della luna,Maanfeest,День любования луной,Fête de la lune,Celebración de la Luna,Moon-Viewing Day,Fête de la lune,Celebración de la Luna,お月見,달맞이의 날,中秋節,中秋节
RegionValentine,Valentinstag,Valentine's Day,San Valentino,Valentijnsdag,День Валентина,Saint-Valentin,Día de los Enamorados,Valentine's Day,Saint-Valentin,Día de los Enamorados,バレンタインデー,밸런타인 데이,情人節,情人节
RoshiaNewYear,Neujahrsabend,New Year's Eve,Ultimo dell'anno,Oudejaarsavond,Канун Нового года,Réveillon du nouvel an,Fin de año,New Year's Eve,Réveillon du Nouvel An,Fin de año,New Year's Eve,새해 전야,New Year's Eve,New Year's Eve
Setsubun,Setsubun,Setsubun,Setsubun,Setsubun,Сэцубун,Setsubun,Setsubun,Setsubun,Setsubun,Setsubun,節分,세츠분,節分,节分
Shichigosan,Shichi-Go-San,Shichi-Go-San,Shichi-Go-San,Shichi-Go-San,Сити-го-сан,Shichi-Go-San,Shichi-Go-San,Shichi-Go-San,Shichi-Go-San,Shichi-Go-San,七五三,시치고산,七五三節,七五三节
SouthernMidwinter,Mittsommer,Summer Solstice,Solstizio d'estate,Midzomer,Летнее солнцестояние,Solstice d'été,Solsticio de verano,Summer Solstice,Solstice d'été,Solsticio de verano,夏至,하지,夏至,夏至
StMartinDay,Laternenfest,Lantern Festival,Festival delle lanterne,Lampionnenfeest,Праздник фонарей,Fête des lampions,Festival de los faroles,Lantern Festival,Fête des lanternes,Festival de los faroles,聖マルティヌスデー,성 마틴 데이,聖瑪爾定節,圣马丁节
SummerSolstice,Mittsommer,Summer Solstice,Solstizio d'estate,Midzomer,Летнее солнцестояние,Solstice d'été,Solsticio de verano,Summer Solstice,Solstice d'été,Solsticio de verano,夏至,하지,夏至,夏至
SummerSolsticeEU,Mittsommer,Summer Solstice,Solstizio d'estate,Midzomer,Летнее солнцестояние,Solstice d'été,Solsticio de verano,Summer Solstice,Solstice d'été,Solsticio de verano,夏至,하지,夏至,夏至
SummerSolsticeJP,Mittwinter,Winter Solstice,Solstizio d'inverno,Midwinter,Зимнее солнцестояние,Solstice d'hiver,Solsticio de invierno,Winter Solstice,Solstice d'hiver,Solsticio de invierno,冬至,동지,冬至,冬至
SummerSolsticeTW,Mittwinter,Winter Solstice,Solstizio d'inverno,Midwinter,Зимнее солнцестояние,Solstice d'hiver,Solsticio de invierno,Winter Solstice,Solstice d'hiver,Solsticio de invierno,冬至,동지,冬至,冬至
Tanabata,Tanabata,Tanabata,Tanabata,Tanabata,Фестиваль звезд,Tanabata,Tanabata,Tanabata,Tanabata,Tanabata,七夕,다나바타,日本七夕,日本七夕
Tomatina,Tomatenfest,Tomato Festival,Festival dei pomodori,Tomatenfestival,День томата,Festival de la tomate,Festival del tomate,Tomato Festival,Festival de la tomate,Festival del tomate,トマティーナ,토마토 축제,番茄節,西红柿节
VeniceCarnival,Karneval in Venedig,Carnival of Venice,Carnevale di Venezia,Carnaval van Venetië,Венецианский карнавал,Carnaval de Venise,Carnaval de Venecia,Carnival of Venice,Carnaval de Venise,Carnaval de Venecia,ヴェニスのカーニバル,베네치아 카니발,威尼斯嘉年華,威尼斯狂欢节
WinterSolstice,Mittwinter,Winter Solstice,Solstizio d'inverno,Midwinter,Зимнее солнцестояние,Solstice d'hiver,Solsticio de invierno,Winter Solstice,Solstice d'hiver,Solsticio de invierno,冬至,동지,冬至,冬至
WinterSolsticeEU,Mittsommer,Summer Solstice,Solstizio d'estate,Midzomer,Летнее солнцестояние,Solstice d'été,Solsticio de verano,Summer Solstice,Solstice d'été,Solsticio de verano,夏至,하지,夏至,夏至
WinterSolsticeJP,Mittwinter,Winter Solstice,Solstizio d'inverno,Midwinter,Зимнее солнцестояние,Solstice d'hiver,Solsticio de invierno,Winter Solstice,Solstice d'hiver,Solsticio de invierno,冬至,동지,冬至,冬至
WinterSolsticeTW,Mittwinter,Winter Solstice,Solstizio d'inverno,Midwinter,Зимнее солнцестояние,Solstice d'hiver,Solsticio de invierno,Winter Solstice,Solstice d'hiver,Solsticio de invierno,冬至,동지,冬至,冬至
WorldChild,Weltweiter Tag der Kinder,International Children's Day,Giorno mondiale dei bambini,Internationale Kinderdag,Всемирный день детей,Jour mondial des enfants,Día de la Infancia,International Children's Day,Jour mondial des enfants,Día de la Infancia,国際こどもの日,국제 어린이날,國際兒童節,国际儿童节
WorldNewYear,Neujahr,New Year's Day,Capodanno,Nieuwjaarsdag,Новый год,Jour de l'an,Año Nuevo,New Year's Day,Jour de l'An,Año Nuevo,New Year,새해,New Year,New Year
WorldNewYear2,Neujahr,New Year's Day,Capodanno,Nieuwjaarsdag,Новый год,Jour de l'an,Año Nuevo,New Year's Day,Jour de l'An,Año Nuevo,New Year,새해,New Year,New Year
