Id,EUde,EUen,EUit,EUnl,EUru,EUfr,EUes,USen,USfr,USes,JPja,KRko,TWzh,CNzh
024,Karton,cardboard,scatolone,kartonnen stijl,Картон,carton,cartón,cardboard,carton,cartón,ダンボール,박스,紙箱,纸箱
025,Mama,motherly,mamma,mama-stijl,Мама,de maman,mamá,motherly,de maman,mamá,はは,엄마,媽媽,妈妈
026,Festtag,festive,festivo,feeststijl,Праздник,festive,festiva,festive,festive,festiva,クリスマス,크리스마스,聖誕節,圣诞节
027,Häschentag,Bunny Day,caccia all'uovo,eierstijl,День зайцев,Fête des œufs,Caza del Huevo,Bunny Day,Fête des œufs,Caza del Huevo,イースター,이스터,復活節,复活节
028,Hochzeit,wedding,fiori d'arancio,trouwstijl,Свадьба,mariage,boda,wedding,mariage,boda,ウェディング,웨딩,婚禮,婚礼
029,Piraten,pirate,pirata,piratenstijl,Пират,pirate,pirata,pirate,pirate,pirata,かいぞく,해적,海盜,海盗
030,Nixen,mermaid,sirena,meerminnenstijl,Русалка,sirène,sirena,mermaid,sirène,sirena,マーメイド,머메이드,人魚,人鱼
032,Schlemmfest,Turkey Day,festival delle primizie,smakenfestijnstijl,День изобилия,Fête du partage,Día del Pavo,Turkey Day,Fête du partage,Día del Pavo,サンクスギビング,하베스트,感恩節,感恩节
033,Karneval,Festivale,Carnevale,carnavalsstijl,Карнавал,Carnaval,Carnaval,Festivale,Carnaval,Carnaval,カーニバル,카니발,狂歡節,狂欢节
034,Mario,Mario,Mario,Mario-stijl,Марио,Mario,Mario,Mario,Mario,Mario,マリオ,마리오,瑪利歐,马力欧
035,Hello Kitty,Hello Kitty,Hello Kitty,Hello Kitty,Hello Kitty,Hello Kitty,Hello Kitty,Hello Kitty,Hello Kitty,Hello Kitty,ハローキティ,헬로키티,Hello Kitty,Hello Kitty
036,Pompompurin,Pompompurin,Pompompurin,Pompompurin,Pompompurin,Pompompurin,Pompompurin,Pompompurin,Pompompurin,Pompompurin,ポムポムプリン,폼폼푸린,Pompompurin,Pompompurin
037,Kiki & Lala,Kiki & Lala,Kiki & Lala,Kiki & Lala,Kiki & Lala,Kiki & Lala,Kiki & Lala,Kiki & Lala,Kiki & Lala,Kiki & Lala,キキ&ララ,리틀트윈스타,Kiki & Lala,Kiki & Lala
038,Cinnamoroll,Cinnamoroll,Cinnamoroll,Cinnamoroll,Cinnamoroll,Cinnamoroll,Cinnamoroll,Cinnamoroll,Cinnamoroll,Cinnamoroll,シナモロール,시나모롤,Cinnamoroll,Cinnamoroll
039,My Melody,My Melody,My Melody,My Melody,My Melody,My Melody,My Melody,My Melody,My Melody,My Melody,マイメロディ,마이멜로디,My Melody,My Melody
040,Keroppi,Kerokerokeroppi,Kerokerokeroppi,Kerokerokeroppi,Kerokerokeroppi,Kerokerokeroppi,Kerokerokeroppi,Kerokerokeroppi,Kerokerokeroppi,Kerokerokeroppi,けろけろけろっぴ,케로케로케로피,Kerokerokeroppi,Kerokerokeroppi
042,Oldschool,vintage,vecchio stile,vintagestijl,Винтаж,stylé,retro,vintage,vintage,retro,ヴィンテージ,빈티지,懷舊,怀旧
044,Edel,elegant,elegante,elegante stijl,Элегантность,élégant,elegante,elegant,élégant,elegante,エレガント,엘레강스,優雅,优雅
045,Western,ranch,country,boerenstijl,Ранчо,ranch,rústica,ranch,ranch,rústica,カントリー,컨트리,鄉村,乡村
046,Einfach,simple,semplice,sobere stijl,Простота,basique,simple,simple,basique,simple,シンプル,심플한,簡約,简约
047,Schlamper,sloppy,trasandato,rommelige stijl,Неопрятность,négligé,desorden,sloppy,négligé,desorden,だらしない,칠칠치 못한,邋遢,邋遢
048,Patchwork,patchwork,patchwork,patchwork stijl,Лоскутное разнообразие,patchwork,retales,patchwork,courtepointe,retazos,パッチワーク,패치워크,拼布,拼布
049,Kirmes,plaza,da fiera,kermisstijl,Главная площадь,de la place,feria,plaza,de la place,feria,ひろば,광장,廣場,广场
050,Marokko,Moroccan,marocchino,Marokkaanse stijl,Марокканские мотивы,marocain,marroquí,Moroccan,désert,marroquí,モロッカン,모로칸,摩洛哥,摩洛哥
052,Cool,cool,spavaldo,strakke stijl,Мода,cool,cosmopolita,cool,chic,cosmopolita,クール,쿨,酷感,酷感
053,Skandi,Nordic,scandinavo,Scandinavische stijl,Скандинавия,skandi,escandinava,Nordic,skandi,escandinava,ノルディック,노르딕,北歐風,北欧风
054,Fantasie,dreamy,da sogno,dromerige stijl,Грезы,joli rêve,ensueño,dreamy,joli rêve,ensueño,ゆめかわ,드림 큐트,夢幻可愛,梦幻可爱
