Id,EUde,EUen,EUit,EUnl,EUru,EUfr,EUes,USen,USfr,USes,JPja,KRko,TWzh,CNzh
038,Baustelle,construction site,in un cantiere,een bouwplaats,Стройплощадка,chantier,en un edificio en obras,construction site,chantier,en un edificio en obras,こうじげんば,공사 현장,施工現場,施工现场
039,Sport,sports,a un evento sportivo,sport,Спорт,sports,en un evento deportivo,sports,sports,en un evento deportivo,スポーツ,스포츠,運動,运动
040,Vor Ort,local,in viaggio,het platteland,Достопримечательности,tourisme,haciendo turismo,local,tourisme,haciendo turismo,ローカル,지역 명물,當地,当地
041,Stadtleben,city life,in un ambiente cittadino,de grote stad,Городская жизнь,vie urbaine,en la gran ciudad,city life,vie urbaine,en la gran ciudad,まち,시티 라이프,城鎮,城镇
042,Freizeitpark,amusement park,in un luna park,een pretpark,Парк культуры и отдыха,parc d'attractions,en un parque de atracciones,amusement park,parc d'attractions,en un parque de diversiones,ゆうえんち,놀이공원,遊樂園,游乐园
043,Lifestyle,stylish,in un ambiente alla moda,een designhotel,Модный образ жизни,tendance,en un hotel de diseño,stylish,tendance,en un hotel de diseño,スタイリッシュ,스타일리시,時髦,时髦
044,Natur,nature,nella natura,de natuur,Природа,nature,en plena naturaleza,nature,nature,en plena naturaleza,しぜん,자연,自然,自然
045,Retro,retro,nel passato,vroeger,Ретро,rétro,en el pasado,retro,rétro,en el pasado,レトロ,복고풍,復古,复古
046,Park,park,in un parco,een park,Парк,parc,en un parque público,park,parc,en un parque público,こうえん,공원,公園,公园
047,Urlaubsort,resort,in un resort,vakantie,Курорт,station balnéaire,de vacaciones,resort,station balnéaire,de vacaciones,リゾート,리조트,度假區,度假区
